ID,medv
1,28.13330644279124
3,32.209106430302555
4,28.392558620882642
8,16.369095772538316
16,20.380373975778603
18,18.229218894012902
25,16.440386369107923
29,18.771107343954196
32,19.342803316754257
33,14.942277803424112
34,17.833495372596413
38,19.921883308040325
43,24.920707276956623
47,20.379745050154288
48,21.61027114488136
49,16.101207644581198
59,24.49055596429201
61,19.523367596969152
62,20.35097090903374
63,23.824798802393776
65,32.02880660404053
66,24.629482045997072
68,20.00481769176554
73,24.373313747382767
75,24.826941779699514
78,22.271000063872435
79,19.47922287494003
81,27.615431869580842
83,23.716363934893895
84,24.06116205062399
85,21.10983477618795
87,20.861035938385978
91,23.17346106543038
92,22.802358867247193
93,21.97894262861961
96,28.234723767503073
100,31.897226697029947
102,28.811018171858496
109,20.430898838043582
111,20.142155421173314
114,17.571582278518726
115,22.618582045424905
116,18.626604240111213
122,22.736892622768362
123,21.541459732322636
125,20.046230094535307
126,20.445416368272017
127,17.315659815327678
129,17.274163761921933
135,17.988165125187425
137,17.42348792020025
138,17.79039243675264
140,18.499486892711957
141,15.973179271606943
145,14.780657754663372
146,15.725603832363026
147,19.881419625550496
152,21.664022740947285
153,22.91900361641115
155,19.069457596007382
156,20.244624878152372
160,26.653304994919328
164,43.758855803318596
165,21.737991523427933
166,22.833213593789786
171,20.663201526893857
172,23.46900901122554
173,18.984115666360083
174,22.511986603253675
183,33.41819357463494
196,43.47842445115232
200,28.049676714693025
202,24.85339132213855
203,40.89420985873632
207,22.253074261323306
212,16.378028541318834
214,22.388441109656267
215,17.001301611913426
217,21.8008427236365
218,25.462302917746243
223,26.639379751347565
225,49.68518262428701
228,31.015335699726258
229,45.88035196604807
233,45.03275128316548
235,28.073308496960994
237,25.51765057024553
238,32.772358824563106
240,28.093936514034137
243,22.100835959817896
244,25.560119433648563
248,21.398948669717562
249,21.473476763470202
251,24.509420093014896
252,25.37213592232508
259,33.6979904066894
260,30.06184190662375
262,41.80699634336818
265,32.092000137929936
266,22.82412980549028
274,42.89908687994632
276,29.344318785146463
277,33.05149008925784
278,29.80010935591967
282,30.18703101629822
284,43.7745434268066
288,24.375621129074354
291,27.775167959264273
292,33.56391384022272
294,21.98125667714862
296,27.528488860918586
298,18.80306384897101
299,25.132613193451462
306,25.52144424600352
307,33.19607320449212
311,20.799529669014795
312,24.533322199492673
313,20.502274963697054
316,19.57403514551605
317,21.231239696558546
318,18.435426749828817
323,23.600300326447588
324,20.760416752078658
325,23.717077901300435
328,19.692771121593573
331,21.593422692892787
332,20.302548734516964
333,24.989206265600522
335,24.61664503868265
336,22.37642877554891
339,21.83275155137989
340,21.20295840444014
344,27.876908424065384
345,28.457390672248586
346,20.883144844107022
348,24.36188172690098
351,23.263667514900675
354,30.91330755890239
357,14.656972577203401
358,19.969814044676134
360,19.98093710231662
364,18.07654466706497
367,19.658661394183653
369,27.75938094978749
370,31.036781142458942
371,31.07289611899145
374,12.497393231495343
376,29.627777779074844
377,12.085104046803314
378,13.306957094397193
379,10.52515903923799
381,15.038962346191235
383,9.60977695549738
386,9.286020960853223
391,14.313290286452352
396,14.765695197540218
399,9.85870752089586
403,11.851141539475561
405,10.919486781292106
407,15.416200766246613
411,25.566311533140844
414,15.297774632460008
417,10.73293681111813
420,12.688886733067875
421,14.907038930715906
423,20.289262455985554
429,11.556904859674377
431,17.997949383748264
435,13.978066283476672
436,9.402759750790585
437,13.730604495325185
439,9.687171118526754
440,8.230336568147923
444,16.324497109852317
445,10.089329261266178
447,14.77801704629453
449,15.113768189936845
451,14.469011293965437
457,19.124625756180514
459,14.99692827934808
461,19.0685590519948
468,15.038671500685554
469,18.467214733087985
473,20.095298952368093
475,18.474353741550523
477,19.360833273967042
479,18.85638379074213
483,28.83090909909447
485,19.24462262670672
486,22.142457326776867
487,19.644000563156208
488,21.3891027253178
490,15.75495739491841
491,15.36074941636768
492,19.585628385684895
495,18.933478319502132
499,19.57589722899138
500,18.531302875983936
501,19.045004027659786
503,20.38389958701375
504,25.52985926623908
505,27.20903949641927
