ID,medv
1,22.976198298303174
3,27.353157962320683
4,27.00467074693966
8,16.82285453798273
16,19.916412211323095
18,18.717460067392267
25,16.667158388671883
29,21.259057129973808
32,18.59318400253531
33,12.89533158698335
34,14.223199338045491
38,18.548267561164447
43,25.15282272924005
47,20.254218618916624
48,21.37868640095191
49,21.090873838166512
59,23.685379176532987
61,17.512182731399704
62,17.65982532768468
63,20.60585709039688
65,24.485739514147536
66,26.02362377584364
68,22.185922084245167
73,28.389649552386608
75,30.3505849333328
78,27.346417749019306
79,27.046248378631375
81,28.97171387028531
83,23.89103489890742
84,20.48466148212299
85,22.60140613995203
87,20.41836640062255
91,23.733886669942443
92,23.226555820740813
93,24.651865996933225
96,27.456636509291883
100,33.12322602629909
102,29.610742640290372
109,21.890438830660546
111,26.459818198020667
114,17.91253828883834
115,21.736969895489782
116,18.809588998646362
122,21.044825353890033
123,19.336617207917627
125,18.929188305740688
126,20.325673600588566
127,17.191542472061606
129,17.08496963086878
135,14.697940809406557
137,16.640360133164368
138,17.7426470654638
140,14.85338348890024
141,14.707540683447483
145,14.40263565257836
146,15.478589454440396
147,15.167512015994438
152,17.536931826923777
153,25.581048956515914
155,25.485007820720703
156,26.401681792228874
160,28.226572180096515
164,33.1599087939755
165,20.308998022302575
166,20.846213545159532
171,16.850993784100773
172,19.32998983171086
173,25.809909189425838
174,28.495969839418628
183,34.34800269316787
196,40.598561925431895
200,30.493175348352306
202,25.394386883601797
203,36.76954009400485
207,25.277408423105044
212,24.554857518714982
214,28.835131422630383
215,24.67505129195878
217,26.545191453688684
218,26.758545473951543
223,27.928173291468642
225,45.88296312247385
228,31.170502489551332
229,51.81979608644913
233,44.90815028415123
235,29.716728742258695
237,27.6687603362799
238,29.799646823648498
240,27.47374221421751
243,23.505633548093204
244,27.62586376223144
248,19.573420667196245
249,23.52346815724823
251,27.93556116902142
252,28.77347458581694
259,33.78870081109032
260,32.38375490240923
262,35.95754721168043
265,33.79897049699442
266,26.774882995119597
274,37.90979717588527
276,29.979174657766027
277,38.44980131544348
278,37.471184447554805
282,38.346410166136835
284,36.564987977024906
288,24.466365298022822
291,29.217218929030576
292,31.942282464627255
294,26.387719185514978
296,29.79075449356869
298,26.670643143795026
299,27.367880964901566
306,28.815592571647088
307,36.607262398579735
311,17.542096247772747
312,22.353943755300744
313,21.348045308799023
316,17.696865252060384
317,19.256253077297565
318,19.04028423624338
323,19.973576384876296
324,16.97775085510159
325,25.27860651788732
328,21.40143790726909
331,20.702328987745844
332,16.66182292890638
333,21.435794339744998
335,23.100328304803604
336,20.790658371028883
339,21.68229221054581
340,19.8957472660033
344,22.189393654038543
345,28.912014914709022
346,17.60224693075236
348,25.482953674846648
351,22.78845993522529
354,26.30876293936977
357,22.463287986040264
358,22.915417547054755
360,19.772328170088613
364,22.948701124560692
367,26.141792472761313
369,37.09161780520595
370,25.028837419805797
371,25.865975089971393
374,17.36794399225186
376,35.902245777388245
377,13.403333574645936
378,11.00047594038401
379,12.456063395791304
381,26.374758128133124
383,13.321835846656061
386,5.485942417229587
391,17.222088100709932
396,12.26901065912742
399,16.26822768953901
403,9.54598165680396
405,21.171078695994627
407,28.29597118571168
411,22.559140476301906
414,32.595934540570035
417,11.205692168754933
420,10.427105240661145
421,14.201138866414537
423,30.43194272039093
429,12.203122182914758
431,21.291372322643017
435,11.745184576405904
436,6.090457505969649
437,7.966111389803764
439,7.764198643113737
440,15.010127797923692
444,12.168677239919788
445,5.565885188433633
447,13.04300618962267
449,12.862212838713663
451,14.013990907093113
457,14.154121979613922
459,14.253866089904571
461,12.891707715627428
468,20.04297785867877
469,28.684647093755874
473,17.83294995203883
475,27.694636226487834
477,13.897843765975525
479,16.339136234077117
483,25.67594861895886
485,20.238729080235927
486,18.050860852727606
487,21.330632636982372
488,21.06755009493229
490,21.278210683532727
491,24.29356090712328
492,16.996124096513125
495,22.970940102988212
499,21.054261253148656
500,17.023356077688202
501,19.302167584630737
503,23.856433897482702
504,31.648561553796007
505,29.806588576035693
